SupplyChainId,Category,SubCategory,ProductId,ProductName,Description,Price,Quantity,ShippingCost,DeliveryTime,SellerId,SellerName,SellerCountry,SellerRating,SellerFeedback,OrderNumber,OrderId,OrderStatus,OrderDate,CustomerId
127,Shoes,Makeup,106,Nike Pegasus,Barbie Dreamhouse Playset,2199,4,5,3,166,Tom Doe,Germany,4.9,98,11,12360,Cancelled,########,355
142,Furniture,Action Figures,104,Yoga Pants,Levis 511 Slim Fit Jeans,2199,2,5,1,174,William Doe,Spain,4.8,90,3,12362,Returned,########,360
140,Jewelry,Living Room,115,Printer,Coleman 4 Person Tent,80,3,7,2,164,Sarah Doe,US,4.9,95,8,12350,Delivered,########,352
136,Toys,Action Figures,118,Jeans,90 Degree By Reflex Yoga Pants,35,3,8,3,173,Oliver Doe,Israel,4.9,80,11,12363,Cancelled,########,357
137,Grocery,Appliances,103,Yoga Pants,Harry Potter and the Sorcerer's Stone,25,2,7,1,165,Oliver Doe,Brazil,4.9,80,18,12348,Delivered,########,350
141,Automotive,Action Figures,117,iPhone 11,Michelin Primacy Tires,90,4,10,2,164,James Doe,Japan,4.9,95,18,12360,Shipped,########,354
141,Home Improvement,Bottoms,115,Yoga Pants,HP Color LaserJet Printer,5.99,4,5,2,168,David Doe,France,4.9,90,15,12359,Returned,########,359
126,Electronics,Phones,110,Soda,Levis 511 Slim Fit Jeans,15,2,15,3,160,David Doe,Australia,4.9,85,17,12357,Delivered,########,364
141,Shoes,Phones,109,Foundation,Pepsi 12 Pack,25,4,5,2,170,Ava Doe,Brazil,4.9,98,18,12347,Cancelled,########,355
135,Sports,Action Figures,116,Monopoly,Barbie Dreamhouse Playset,100,3,5,3,157,James Doe,Korea,4.9,80,6,12363,Cancelled,########,359
135,Office,Living Room,114,Monopoly,Hasbro Monopoly Game,80,2,15,1,161,Elizabeth Doe,Australia,4.9,95,4,12359,Delivered,########,357
132,Outdoors,Camping,119,Harry Potter,Loreal True Match Foundation,5.99,1,7,2,160,William Doe,Germany,4.9,75,15,12348,Returned,########,355
133,Automotive,Necklaces,108,Soda,HP Color LaserJet Printer,25,1,15,2,163,Mia Doe,Russia,4.9,85,12,12357,Returned,########,361
139,Electronics,Camping,114,Waffle Maker,Coleman 4 Person Tent,99.99,4,8,3,174,Isabella Doe,China,4.9,85,11,12350,Cancelled,########,354
127,Kitchen,Makeup,113,Harry Potter,HP Color LaserJet Printer,25,4,10,1,163,Jane Doe,Australia,4.9,95,18,12347,Shipped,########,353
141,Health,Camping,111,Sofa,Hasbro Monopoly Game,90,3,5,2,160,Tom Doe,UK,4.8,90,13,12361,Delivered,########,363
136,Appliances,Office Supplies,109,Tires,Nike Pegasus 36 Running Shoes,5.99,2,5,1,169,John Doe,UK,4.9,80,16,12357,Shipped,########,354
141,Health,Appliances,115,Harry Potter,Hasbro Monopoly Game,45,3,5,1,158,William Doe,Korea,4.9,80,20,12363,Delivered,########,355
130,Electronics,Televisions,101,Monopoly,Ashley Furniture Sofa,400,1,5,1,174,Noah Doe,Italy,4.9,80,13,12361,Delivered,########,353
125,Health,Small Appliances,118,Foundation,Coleman 4 Person Tent,150,4,5,1,171,David Doe,China,4.9,80,18,12359,Returned,########,345
123,Jewelry,Appliances,108,Spiderman,HP Color LaserJet Printer,2199,2,5,2,161,William Doe,Israel,4.9,98,8,12350,Shipped,########,359
142,Outdoors,Camping,106,Protein Powder,Dewalt 18 Volt Drill,25,3,6,2,164,Oliver Doe,Canada,4.9,85,16,12357,Cancelled,########,363
126,Furniture,Action Figures,104,Drill,Pepsi 12 Pack,15,4,7,3,169,Mia Doe,Germany,4.8,75,9,12362,Returned,########,359
125,Electronics,Athletic Wear,105,Foundation,Optimum Nutrition Protein Powder,2199,2,7,3,165,Mia Doe,Australia,4.9,95,19,12345,Cancelled,########,360
126,Games,Tools,112,Waffle Maker,50 inch LED 4K Ultra HD TV,799,1,15,2,160,Mark Doe,Spain,4.8,80,19,12355,Cancelled,########,345
138,Books,Parts,111,Nike Pegasus,50 inch LED 4K Ultra HD TV,2199,1,7,1,168,James Doe,Germany,4.9,95,7,12349,Cancelled,########,348
124,Office,Athletic Wear,108,Protein Powder,Dewalt 18 Volt Drill,25,1,8,1,169,Sophia Doe,China,4.8,75,3,12363,Cancelled,########,360
127,Home Improvement,Makeup,116,Jeans,Coleman 4 Person Tent,25,4,5,3,173,William Doe,Italy,4.9,95,5,12359,Shipped,########,362
142,Office,Necklaces,120,Protein Powder,Harry Potter and the Sorcerer's Stone,15,1,6,2,173,David Doe,South Africa,4.9,98,14,12347,Returned,########,353
136,Grocery,Makeup,116,Protein Powder,Optimum Nutrition Protein Powder,19.99,2,5,3,174,Mia Doe,Russia,4.9,95,8,12357,Returned,########,345
124,Books,Tools,115,Protein Powder,Barbie Dreamhouse Playset,80,4,7,3,166,Jack Doe,Mexico,4.9,98,13,12357,Cancelled,########,364
130,Shoes,Living Room,102,Monopoly,Cuisinart Belgian Waffle Maker,120,1,5,2,161,Emma Doe,Korea,4.9,90,10,12358,Cancelled,########,364
130,Health,Supplements,117,Waffle Maker,Spiderman Action Figure,120,3,5,1,166,Sarah Doe,Germany,4.9,95,5,12357,Returned,########,352
126,Games,Action Figures,110,Sofa,Optimum Nutrition Protein Powder,19.99,2,5,2,162,Tom Doe,Australia,4.9,95,17,12360,Shipped,########,357
142,Electronics,Supplements,119,Diamond Necklace,Pepsi 12 Pack,100,1,7,3,163,William Doe,Israel,4.9,80,9,12361,Shipped,########,351
123,Shoes,Televisions,105,Yoga Pants,Michelin Primacy Tires,5.99,3,6,2,168,James Doe,South Africa,4.9,85,10,12349,Returned,########,355
131,Books,Bottoms,116,Harry Potter,Loreal True Match Foundation,50,4,10,1,157,Elizabeth Doe,Israel,4.9,80,3,12357,Delivered,########,361
141,Jewelry,Dolls,105,Diamond Necklace,Harry Potter and the Sorcerer's Stone,25,3,10,1,171,Sophia Doe,India,4.9,90,10,12356,Delivered,########,357
131,Jewelry,Athletic Wear,103,Soda,Apple iPhone 11 64GB,100,2,8,3,165,Elizabeth Doe,Indonesia,4.8,75,11,12364,Cancelled,########,359
136,Grocery,Necklaces,115,Sony Bravia,Harry Potter and the Sorcerer's Stone,35,2,10,1,159,David Doe,Japan,4.9,75,12,12354,Returned,########,346
136,Shoes,Televisions,109,Jeans,Keurig K-Cup Coffee Maker,799,1,7,1,172,Ava Doe,Brazil,4.9,75,3,12361,Delivered,########,345
136,Clothing,Bottoms,108,Printer,Dewalt 18 Volt Drill,19.99,1,7,2,161,Sarah Doe,Israel,4.7,80,4,12353,Cancelled,########,345
131,Games,Phones,120,Harry Potter,50 inch LED 4K Ultra HD TV,19.99,1,5,2,157,Elizabeth Doe,Russia,4.9,80,19,12353,Cancelled,########,347
130,Toys,Beverages,120,Tent,50 inch LED 4K Ultra HD TV,80,1,5,2,170,Jack Doe,Japan,4.7,90,4,12359,Cancelled,########,353
132,Furniture,Supplements,101,Diamond Necklace,Coleman 4 Person Tent,35,1,5,3,171,William Doe,UK,4.9,95,3,12363,Delivered,########,364
141,Toys,Phones,119,Tires,Spiderman Action Figure,2199,2,5,1,166,Noah Doe,Italy,4.9,98,13,12360,Returned,########,345
129,Jewelry,Action Figures,115,Printer,Barbie Dreamhouse Playset,50,4,7,2,174,Mark Doe,Canada,4.7,85,15,12353,Cancelled,########,363
139,Office,Fiction,117,Protein Powder,90 Degree By Reflex Yoga Pants,90,2,5,2,158,Emily Doe,Korea,4.8,95,2,12357,Cancelled,########,354
130,Sports,Bottoms,116,Jeans,Ashley Furniture Sofa,120,1,10,3,169,Jane Doe,Spain,4.9,90,10,12359,Cancelled,########,359
136,Grocery,Living Room,106,Nike Pegasus,Nike Pegasus 36 Running Shoes,19,2,10,2,168,Mark Doe,China,4.7,90,1,12358,Cancelled,########,346
129,Toys,Small Appliances,110,Monopoly,Keurig K-Cup Coffee Maker,5.99,2,8,2,172,James Doe,Brazil,4.9,90,2,12361,Delivered,########,352
129,Toys,Makeup,106,Yoga Pants,Spiderman Action Figure,5.99,4,5,1,176,William Doe,Italy,4.9,95,3,12364,Shipped,########,350
129,Grocery,Office Supplies,113,Diamond Necklace,Levis 511 Slim Fit Jeans,19.99,3,5,2,160,Mia Doe,Brazil,4.9,98,3,12347,Returned,########,359
130,Office,Office Supplies,112,Tires,Levis 511 Slim Fit Jeans,90,1,8,2,170,James Doe,Mexico,4.9,98,3,12348,Cancelled,########,360
136,Electronics,Fiction,119,Drill,Hasbro Monopoly Game,120,1,5,1,161,William Doe,Russia,4.9,75,4,12351,Cancelled,########,345
132,Games,Camping,114,Sony Bravia,Michelin Primacy Tires,400,4,8,2,169,Noah Doe,Indonesia,4.9,95,8,12352,Cancelled,########,360
136,Clothing,Living Room,118,Yoga Pants,Michelin Primacy Tires,599,2,5,1,175,Olivia Doe,Italy,4.9,98,6,12359,Shipped,########,350
125,Clothing,Dolls,109,Monopoly,Loreal True Match Foundation,50,3,6,3,157,Oliver Doe,Germany,4.9,98,2,12360,Cancelled,########,354
139,Furniture,Bottoms,118,Waffle Maker,Harry Potter and the Sorcerer's Stone,90,4,7,3,171,Olivia Doe,China,4.9,75,17,12361,Delivered,########,351
141,Home Improvement,Makeup,106,Soda,Harry Potter and the Sorcerer's Stone,19,2,5,2,159,David Doe,Japan,4.9,95,17,12364,Shipped,########,349
134,Jewelry,Office Supplies,120,Yoga Pants,HP Color LaserJet Printer,35,2,6,3,172,Emily Doe,India,4.9,90,18,12360,Cancelled,########,361
135,Books,Televisions,120,Foundation,Nike Pegasus 36 Running Shoes,400,2,6,2,166,Sophia Doe,Canada,4.9,98,3,12353,Delivered,########,360
138,Clothing,Small Appliances,113,Protein Powder,90 Degree By Reflex Yoga Pants,799,4,8,2,166,Mark Doe,Spain,4.9,90,16,12353,Delivered,########,363
126,Furniture,Action Figures,103,Diamond Necklace,Keurig K-Cup Coffee Maker,11.99,1,15,3,165,Sarah Doe,UK,4.9,95,13,12362,Cancelled,########,355
125,Outdoors,Camping,109,Spiderman,Ashley Furniture Sofa,15,1,5,2,161,Oliver Doe,US,4.9,90,8,12351,Cancelled,########,357
139,Outdoors,Phones,112,Protein Powder,Barbie Dreamhouse Playset,15,4,6,2,174,Jack Doe,Canada,4.9,85,9,12347,Returned,########,360
130,Kitchen,Camping,116,iPhone 11,1 Carat Diamond Necklace,150,2,8,2,171,William Doe,Germany,4.9,90,15,12361,Cancelled,########,359
139,Kitchen,Board Games,115,Jeans,Coleman 4 Person Tent,799,1,8,2,176,Jack Doe,Korea,4.8,80,4,12346,Shipped,########,351
142,Games,Supplements,104,Waffle Maker,1 Carat Diamond Necklace,99.99,2,8,3,168,Jane Doe,India,4.9,98,18,12352,Returned,########,347
139,Health,Necklaces,101,Barbie,50 inch LED 4K Ultra HD TV,150,1,10,2,173,Ava Doe,Canada,4.9,85,20,12355,Cancelled,########,356
139,Jewelry,Camping,107,Nike Pegasus,Loreal True Match Foundation,25,4,10,2,160,Emily Doe,Russia,4.9,90,13,12353,Delivered,########,358
129,Beauty,Supplements,105,Coffee Maker,90 Degree By Reflex Yoga Pants,90,4,10,1,174,Ava Doe,China,4.8,80,5,12345,Cancelled,########,361
136,Electronics,Board Games,115,Waffle Maker,Michelin Primacy Tires,19.99,2,7,2,158,William Doe,Japan,4.7,95,16,12357,Cancelled,########,352
125,Kitchen,Small Appliances,116,Foundation,Levis 511 Slim Fit Jeans,25,3,6,3,170,Olivia Doe,Indonesia,4.9,95,13,12357,Cancelled,########,352
134,Appliances,Parts,116,Nike Pegasus,Barbie Dreamhouse Playset,599,4,7,2,162,Isabella Doe,France,4.9,95,10,12356,Shipped,########,361
132,Sports,Beverages,109,Tent,Pepsi 12 Pack,2199,1,7,3,161,Olivia Doe,Brazil,4.9,85,3,12352,Shipped,########,362
132,Office,Athletic Wear,102,Diamond Necklace,50 inch LED 4K Ultra HD TV,100,3,5,2,157,Emma Doe,Australia,4.9,95,15,12364,Delivered,########,351
124,Toys,Makeup,105,iPhone 11,Coleman 4 Person Tent,35,4,8,1,176,James Doe,Israel,4.9,75,17,12353,Returned,########,363
126,Office,Office Supplies,109,Nike Pegasus,Loreal True Match Foundation,2199,2,15,3,175,Elizabeth Doe,France,4.9,85,8,12348,Delivered,########,362
124,Outdoors,Phones,108,Harry Potter,Pepsi 12 Pack,25,1,7,2,175,Jane Doe,Brazil,4.9,75,15,12347,Cancelled,########,355
124,Health,Action Figures,119,Tires,Michelin Primacy Tires,19,1,5,2,158,Noah Doe,Japan,4.7,95,2,12354,Returned,########,349
135,Clothing,Parts,101,Nike Pegasus,Cuisinart Belgian Waffle Maker,400,2,8,2,167,Mia Doe,Israel,4.9,75,16,12361,Delivered,########,364
125,Beauty,Action Figures,112,Diamond Necklace,50 inch LED 4K Ultra HD TV,45,3,5,1,159,Jack Doe,Australia,4.9,85,2,12350,Delivered,########,353
130,Health,Athletic Wear,111,Tires,Keurig K-Cup Coffee Maker,19.99,1,7,2,169,James Doe,Canada,4.9,98,11,12350,Delivered,########,363
125,Appliances,Beverages,107,Drill,Barbie Dreamhouse Playset,5.99,2,7,1,157,Emily Doe,Australia,4.9,85,5,12350,Returned,########,358
137,Outdoors,Necklaces,111,Foundation,Pepsi 12 Pack,25,2,7,3,162,William Doe,India,4.9,75,13,12350,Shipped,########,359
125,Appliances,Running Shoes,105,Soda,HP Color LaserJet Printer,50,3,5,2,168,Noah Doe,Australia,4.7,98,17,12357,Delivered,########,359
126,Games,Beverages,103,Foundation,Pepsi 12 Pack,5.99,1,5,3,159,James Doe,France,4.8,98,18,12352,Delivered,########,357
134,Books,Athletic Wear,113,Jeans,Cuisinart Belgian Waffle Maker,400,2,10,3,175,Sophia Doe,Italy,4.9,90,8,12353,Delivered,########,348
125,Grocery,Small Appliances,102,Spiderman,Nike Pegasus 36 Running Shoes,120,2,6,3,172,Mia Doe,Brazil,4.9,90,12,12361,Shipped,########,346
129,Grocery,Necklaces,112,Harry Potter,Ashley Furniture Sofa,19.99,1,8,1,158,Mark Doe,Spain,4.9,90,13,12364,Returned,########,347
129,Toys,Fiction,110,Sofa,Optimum Nutrition Protein Powder,100,3,8,3,161,Isabella Doe,Indonesia,4.9,90,4,12345,Cancelled,########,350
140,Outdoors,Fiction,120,Nike Pegasus,Cuisinart Belgian Waffle Maker,5.99,3,10,1,168,Olivia Doe,Brazil,4.9,80,4,12362,Returned,########,357
128,Outdoors,Running Shoes,117,Coffee Maker,Spiderman Action Figure,35,1,5,1,169,Olivia Doe,China,4.8,90,17,12350,Shipped,########,346
136,Toys,Running Shoes,104,Harry Potter,50 inch LED 4K Ultra HD TV,90,1,5,2,165,James Doe,Korea,4.7,90,8,12353,Returned,########,356
139,Sports,Televisions,104,Tires,1 Carat Diamond Necklace,5.99,1,7,2,158,Elizabeth Doe,Japan,4.9,90,1,12354,Returned,########,351
135,Shoes,Tools,110,Protein Powder,Keurig K-Cup Coffee Maker,150,4,5,2,168,Emily Doe,Japan,4.9,98,12,12359,Returned,########,345
142,Games,Fiction,117,Foundation,Apple iPhone 11 64GB,25,2,5,2,161,William Doe,Japan,4.7,85,6,12361,Delivered,########,358
129,Toys,Small Appliances,101,Protein Powder,Coleman 4 Person Tent,45,1,5,1,162,Oliver Doe,China,4.9,90,9,12358,Cancelled,########,363
123,Clothing,Office Supplies,101,Protein Powder,HP Color LaserJet Printer,99.99,3,5,2,162,William Doe,Russia,4.8,98,8,12363,Returned,########,360
126,Games,Living Room,111,Yoga Pants,Levis 511 Slim Fit Jeans,100,1,8,2,165,David Doe,Spain,4.8,90,4,12350,Returned,########,358
129,Sports,Televisions,105,Monopoly,Michelin Primacy Tires,35,1,6,1,174,Elizabeth Doe,Indonesia,4.9,90,13,12364,Returned,########,351
130,Books,Necklaces,109,Coffee Maker,Levis 511 Slim Fit Jeans,799,2,5,3,165,Ava Doe,Canada,4.7,80,18,12359,Returned,########,361
129,Jewelry,Athletic Wear,117,Sofa,Hasbro Monopoly Game,45,4,7,2,167,Ava Doe,France,4.9,90,1,12347,Delivered,########,352
124,Appliances,Fiction,104,Coffee Maker,Nike Pegasus 36 Running Shoes,400,2,8,2,169,James Doe,Brazil,4.9,75,11,12356,Cancelled,########,359
138,Outdoors,Board Games,112,Tires,Barbie Dreamhouse Playset,150,3,8,3,161,Jane Doe,China,4.9,80,10,12360,Delivered,########,363
126,Games,Beverages,101,Tent,Keurig K-Cup Coffee Maker,2199,2,5,1,173,Emily Doe,China,4.9,95,2,12359,Returned,########,359
135,Beauty,Supplements,120,Coffee Maker,Loreal True Match Foundation,50,3,7,1,176,Sarah Doe,Korea,4.8,85,1,12348,Cancelled,########,354
141,Furniture,Parts,101,Tires,90 Degree By Reflex Yoga Pants,25,4,15,3,166,Emily Doe,Italy,4.9,95,10,12348,Returned,########,347
125,Appliances,Beverages,117,iPhone 11,Ashley Furniture Sofa,15,3,8,3,160,James Doe,Spain,4.9,95,12,12356,Cancelled,########,358
142,Jewelry,Camping,104,Sofa,HP Color LaserJet Printer,100,3,5,1,169,Emma Doe,Israel,4.9,90,6,12360,Returned,########,354
130,Appliances,Necklaces,103,Waffle Maker,Michelin Primacy Tires,80,4,8,3,158,Isabella Doe,Italy,4.9,98,16,12348,Delivered,########,363
131,Health,Board Games,117,Soda,Levis 511 Slim Fit Jeans,799,1,5,3,166,William Doe,Japan,4.9,95,12,12362,Cancelled,########,355
130,Home Improvement,Camping,108,Spiderman,Hasbro Monopoly Game,45,3,15,1,169,John Doe,Australia,4.9,90,3,12362,Returned,########,345
132,Automotive,Supplements,118,Soda,Pepsi 12 Pack,80,4,5,3,162,Sarah Doe,Spain,4.9,95,20,12350,Shipped,########,347
135,Automotive,Makeup,114,Diamond Necklace,90 Degree By Reflex Yoga Pants,15,1,8,1,173,James Doe,Italy,4.9,95,8,12356,Cancelled,########,354
141,Kitchen,Athletic Wear,107,Drill,Dewalt 18 Volt Drill,599,1,5,1,175,Jack Doe,Canada,4.9,95,4,12346,Returned,########,350
136,Electronics,Fiction,106,Coffee Maker,Nike Pegasus 36 Running Shoes,25,1,7,3,175,James Doe,France,4.9,90,9,12364,Returned,########,359
124,Outdoors,Phones,102,Printer,Michelin Primacy Tires,2199,3,5,2,167,Elizabeth Doe,Canada,4.9,90,15,12349,Shipped,########,362
130,Office,Camping,103,Printer,Barbie Dreamhouse Playset,19,3,6,2,162,James Doe,Brazil,4.8,85,12,12359,Cancelled,########,356
133,Toys,Makeup,118,Harry Potter,Harry Potter and the Sorcerer's Stone,25,3,5,1,168,Emily Doe,Germany,4.9,95,13,12353,Cancelled,########,350
130,Grocery,Action Figures,118,Spiderman,50 inch LED 4K Ultra HD TV,799,4,7,3,173,James Doe,Mexico,4.9,90,9,12361,Returned,########,347
139,Home Improvement,Necklaces,113,Diamond Necklace,50 inch LED 4K Ultra HD TV,99.99,4,8,2,173,Mark Doe,Australia,4.9,98,1,12355,Delivered,########,345
130,Furniture,Makeup,109,Coffee Maker,HP Color LaserJet Printer,100,3,8,3,173,Oliver Doe,Germany,4.9,90,3,12351,Shipped,########,364
139,Shoes,Camping,112,iPhone 11,Barbie Dreamhouse Playset,90,2,10,3,160,Tom Doe,Brazil,4.9,90,13,12355,Delivered,########,354
139,Health,Televisions,114,Soda,Levis 511 Slim Fit Jeans,120,2,7,2,169,Isabella Doe,Germany,4.9,75,14,12349,Returned,########,352
135,Clothing,Action Figures,116,Coffee Maker,Nike Pegasus 36 Running Shoes,150,4,6,1,170,Mark Doe,Israel,4.9,85,10,12352,Delivered,########,352
126,Health,Televisions,115,Sony Bravia,Michelin Primacy Tires,15,2,7,2,176,Mark Doe,Canada,4.9,90,13,12360,Cancelled,########,362
132,Books,Appliances,112,Coffee Maker,90 Degree By Reflex Yoga Pants,400,1,5,3,168,Mia Doe,Korea,4.8,85,1,12361,Shipped,########,364
134,Jewelry,Supplements,104,Soda,90 Degree By Reflex Yoga Pants,15,2,8,3,173,Isabella Doe,Australia,4.9,90,20,12351,Cancelled,########,360
126,Outdoors,Running Shoes,105,iPhone 11,Hasbro Monopoly Game,15,1,7,3,164,John Doe,Mexico,4.7,85,19,12362,Shipped,########,360
126,Books,Camping,105,Spiderman,Loreal True Match Foundation,599,1,8,1,171,James Doe,Korea,4.9,80,13,12356,Returned,########,364
140,Automotive,Action Figures,116,Nike Pegasus,90 Degree By Reflex Yoga Pants,11.99,2,7,3,170,Sophia Doe,US,4.9,75,12,12345,Delivered,########,362
123,Books,Athletic Wear,112,Sofa,Hasbro Monopoly Game,50,3,8,3,170,Elizabeth Doe,Korea,4.9,75,15,12355,Returned,########,347
127,Automotive,Beverages,112,Monopoly,90 Degree By Reflex Yoga Pants,19,1,7,1,174,Oliver Doe,India,4.9,85,12,12347,Cancelled,########,363
135,Electronics,Tools,115,Coffee Maker,Michelin Primacy Tires,11.99,2,8,3,161,Sarah Doe,China,4.9,80,1,12352,Delivered,########,355
138,Electronics,Fiction,106,Yoga Pants,Harry Potter and the Sorcerer's Stone,120,4,6,1,168,Isabella Doe,Australia,4.7,75,13,12359,Cancelled,########,359
128,Office,Small Appliances,115,Barbie,Hasbro Monopoly Game,799,3,5,1,164,Olivia Doe,France,4.9,95,1,12354,Returned,########,361
130,Electronics,Televisions,101,Sofa,Harry Potter and the Sorcerer's Stone,90,2,5,2,168,Jane Doe,South Africa,4.9,85,9,12346,Returned,########,361
132,Shoes,Small Appliances,102,Harry Potter,Nike Pegasus 36 Running Shoes,799,1,6,1,163,James Doe,Korea,4.9,75,15,12357,Delivered,########,347
132,Outdoors,Dolls,102,Tent,Spiderman Action Figure,599,3,8,2,165,Ava Doe,Mexico,4.9,90,12,12352,Cancelled,########,346
140,Shoes,Beverages,109,Sofa,Keurig K-Cup Coffee Maker,11.99,3,7,1,162,Olivia Doe,Canada,4.9,80,6,12358,Delivered,########,357
141,Office,Office Supplies,116,Monopoly,Keurig K-Cup Coffee Maker,799,2,10,3,164,Jack Doe,Russia,4.8,95,3,12358,Delivered,########,357
136,Toys,Parts,113,Soda,90 Degree By Reflex Yoga Pants,100,4,7,1,164,Sophia Doe,Australia,4.9,98,2,12357,Delivered,########,358
124,Toys,Parts,117,Soda,Apple iPhone 11 64GB,35,4,5,2,160,Emily Doe,Israel,4.9,90,8,12364,Shipped,########,360
124,Outdoors,Small Appliances,115,Harry Potter,Levis 511 Slim Fit Jeans,799,2,5,2,171,William Doe,Germany,4.9,75,14,12358,Returned,########,352
136,Shoes,Camping,101,Protein Powder,Pepsi 12 Pack,15,1,7,2,170,Ava Doe,Canada,4.9,95,19,12362,Shipped,########,363
130,Games,Action Figures,111,Diamond Necklace,Hasbro Monopoly Game,19,2,6,3,161,James Doe,China,4.9,90,9,12353,Cancelled,########,352
136,Electronics,Athletic Wear,102,Nike Pegasus,Nike Pegasus 36 Running Shoes,19.99,1,8,2,163,Mia Doe,South Africa,4.8,85,11,12349,Returned,########,346
141,Beauty,Fiction,118,Coffee Maker,Spiderman Action Figure,50,4,10,2,172,Sarah Doe,UK,4.9,98,13,12345,Cancelled,########,363
130,Sports,Appliances,105,Sony Bravia,Pepsi 12 Pack,15,2,5,1,167,Noah Doe,Spain,4.9,98,11,12362,Cancelled,########,359
133,Outdoors,Small Appliances,117,Spiderman,Loreal True Match Foundation,150,3,6,2,160,Mark Doe,Italy,4.9,90,20,12347,Returned,########,352
128,Beauty,Office Supplies,120,Yoga Pants,Optimum Nutrition Protein Powder,35,4,6,2,160,Emma Doe,Australia,4.8,90,3,12348,Cancelled,########,363
124,Health,Camping,118,Protein Powder,Optimum Nutrition Protein Powder,35,4,6,2,157,David Doe,Germany,4.7,90,11,12353,Shipped,########,363
134,Toys,Camping,103,Jeans,Cuisinart Belgian Waffle Maker,19.99,2,8,1,164,James Doe,Russia,4.9,85,8,12357,Cancelled,########,357
137,Electronics,Dolls,120,Nike Pegasus,1 Carat Diamond Necklace,25,4,5,2,160,Tom Doe,Mexico,4.9,75,20,12355,Delivered,########,355
128,Books,Fiction,103,Coffee Maker,90 Degree By Reflex Yoga Pants,25,2,5,2,160,Emily Doe,UK,4.9,85,16,12355,Cancelled,########,358
124,Jewelry,Parts,106,Harry Potter,Dewalt 18 Volt Drill,11.99,3,10,2,160,James Doe,Australia,4.8,98,3,12349,Delivered,########,345
141,Electronics,Phones,106,Diamond Necklace,Hasbro Monopoly Game,2199,2,5,2,160,David Doe,Japan,4.8,95,9,12360,Cancelled,########,360
126,Toys,Fiction,120,Harry Potter,50 inch LED 4K Ultra HD TV,2199,2,8,1,169,Sophia Doe,Russia,4.9,95,15,12349,Delivered,########,348
127,Appliances,Fiction,107,Jeans,90 Degree By Reflex Yoga Pants,799,2,10,1,175,Elizabeth Doe,UK,4.9,95,20,12351,Cancelled,########,360
126,Electronics,Fiction,116,Drill,Dewalt 18 Volt Drill,90,1,8,3,165,James Doe,UK,4.8,85,14,12364,Delivered,########,346
136,Sports,Running Shoes,108,Sofa,Levis 511 Slim Fit Jeans,120,2,15,1,165,Sarah Doe,Germany,4.9,80,5,12345,Shipped,########,362
141,Appliances,Tools,101,Foundation,Michelin Primacy Tires,45,1,5,2,157,James Doe,Indonesia,4.9,95,14,12361,Cancelled,########,349
140,Toys,Action Figures,111,Barbie,Spiderman Action Figure,50,4,5,1,161,Isabella Doe,Germany,4.9,85,12,12345,Delivered,########,359
134,Clothing,Small Appliances,102,iPhone 11,Hasbro Monopoly Game,19.99,1,10,1,157,Ava Doe,Germany,4.8,85,7,12348,Delivered,########,363
130,Grocery,Camping,114,Tent,Apple iPhone 11 64GB,799,4,8,2,157,Oliver Doe,Brazil,4.9,85,17,12347,Returned,########,362
137,Office,Televisions,119,iPhone 11,Michelin Primacy Tires,80,1,15,3,174,James Doe,Japan,4.8,98,19,12362,Cancelled,########,352
138,Clothing,Makeup,115,iPhone 11,Ashley Furniture Sofa,45,1,5,2,171,Mark Doe,India,4.9,98,16,12361,Returned,########,345
137,Clothing,Athletic Wear,107,Diamond Necklace,90 Degree By Reflex Yoga Pants,25,4,5,2,171,Mia Doe,Russia,4.9,75,10,12358,Returned,########,350
142,Jewelry,Office Supplies,102,Sony Bravia,Spiderman Action Figure,2199,1,5,2,157,Olivia Doe,Canada,4.9,90,17,12356,Returned,########,363
124,Sports,Athletic Wear,120,Coffee Maker,Keurig K-Cup Coffee Maker,25,1,5,2,159,Jane Doe,Canada,4.8,85,14,12349,Shipped,########,359
130,Appliances,Living Room,107,Coffee Maker,Nike Pegasus 36 Running Shoes,50,1,10,3,159,James Doe,Canada,4.9,98,17,12353,Delivered,########,364
137,Electronics,Running Shoes,112,Tent,90 Degree By Reflex Yoga Pants,2199,1,8,3,174,Oliver Doe,Israel,4.9,90,7,12352,Cancelled,########,345
123,Health,Tools,105,Drill,90 Degree By Reflex Yoga Pants,15,4,6,3,160,Olivia Doe,Spain,4.8,80,16,12351,Shipped,########,359
141,Jewelry,Phones,101,Monopoly,Barbie Dreamhouse Playset,2199,4,6,1,168,Mia Doe,South Africa,4.9,95,17,12358,Delivered,########,355
139,Office,Camping,106,Jeans,50 inch LED 4K Ultra HD TV,15,1,5,3,171,James Doe,UK,4.9,95,5,12347,Cancelled,########,350
134,Health,Makeup,109,Harry Potter,Nike Pegasus 36 Running Shoes,19.99,2,10,2,169,Jack Doe,France,4.8,95,20,12345,Delivered,########,360
137,Kitchen,Phones,102,Sony Bravia,Levis 511 Slim Fit Jeans,799,3,5,2,157,Ava Doe,Mexico,4.9,90,10,12362,Cancelled,########,353
138,Home Improvement,Parts,101,Yoga Pants,Hasbro Monopoly Game,400,4,10,1,158,Jane Doe,Korea,4.9,95,16,12351,Returned,########,364
132,Books,Board Games,105,Barbie,50 inch LED 4K Ultra HD TV,150,2,6,2,163,Ava Doe,Canada,4.9,75,3,12357,Returned,########,359
